model,task_dir,attempts,llm_calls,accepted_repairs,input_tokens_in_log,output_tokens_in_log,top_action,top_action_count,top_error,top_error_count
gpt5,o-AC__vreplicaset_controller__proof__liveness__proof__spec_before_phase_n_entails_true_leads_to_current_state_matches-20251126-023235,20,56,1,2904514,380899,compute,12,AssertFail,19
gpt5,o-NR__spec_t__os_invariant__next_step_preserves_overlap_mem_inv-20251128-061648,20,56,4,2154329,243249,uselemma,11,AssertFail,19
claude-s4,o-OS__kernel__create_and_map_pages__impl0__check_io_space_va_range_free-20251204-031925,20,56,6,1936297,50120,add_trigger_assert,10,AssertFail,17
claude,o-NR__impl_u__os_refinement__lemma_map_soundness_equality-20251201-155234,20,56,8,1110911,62495,instantiate_exists,6,AssertFail,19
claude,o-NR__spec_t__mmu__translation__impl1__lemma_view_unchanged_dirty_access-20251201-210603,20,56,3,862109,99865,bit_vector_reasoning,14,AssertFail,19
o4mini,o-ST__inv_L_updating_inactive_crc_maintains_invariants-20251129-221348,20,56,8,627014,201007,case_analysis,10,AssertFail,19
claude,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_diff_and_init_to_current_state_matches-20251201-034625,20,55,2,4340819,114518,precondition_repair,13,PreCondFail,13
claude-s4,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_diff_and_init_to_current_state_matches-20251203-051048,20,55,7,4148179,92017,uselemma,13,AssertFail,16
gpt5,o-NR__impl_u__wrapped_token__impl3__finish_unmap_and_release_lock-20251128-063657,20,55,0,2302555,102265,postcondition_repair,20,PostCondFail,20
claude-s4,o-NR__impl_u__os_refinement__vaddr_mapping_is_being_modified_from_vaddr_unmap-20251203-231504,20,55,12,2010430,57643,instantiate_exists,10,AssertFail,19
claude-s4,o-OS__process_manager__impl_base__impl0__new_endpoint-20251204-110716,20,55,5,1467528,40030,postcondition_repair,11,PostCondFail,11
gpt5,o-OS__process_manager__impl_base__impl0__set_container_mem_quota_mem_4k-20251129-104442,20,55,3,1324486,130014,seqsetmap,15,AssertFail,18
gpt5,o-MA__bin_sizes__bin_size_result_mul8-20251127-134408,20,55,10,323713,298614,bit_vector_reasoning,10,AssertFail,17
o4mini,o-AL__element_in_finite_set_exists_in_set_to_seq-20251126-200653,20,55,5,281834,142824,seqsetmap,7,AssertFail,19
o4mini,o-AL__always_to_always_later-20251126-192221,20,55,11,241164,169873,instantiate_forall,17,AssertFail,19
o4mini,o-AL__always_implies_to_leads_to-20251126-181614,20,55,7,206191,145027,instantiate_exists,13,AssertFail,19
o4mini,o-IR__seq_is_unique__test_unique-20251127-045619,20,55,4,118439,124285,precondition_veclen_repair,16,PreCondFailVecLen,16
claude,o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_after_delete_pod_rank_n_to_delete_pod_rank_n_minus_1-20251201-060629,20,54,4,3121163,70944,case_analysis,13,AssertFail,17
claude-s4,o-AC__vreplicaset_controller__proof__liveness__proof__eventually_stable_reconciliation_holds-20251202-212626,20,54,8,2913366,44357,case_analysis,9,AssertFail,18
claude,o-NR__spec_t__os_invariant__next_step_preserves_inv_allocated_mem-20251201-232310,20,54,11,2847497,65206,instantiate_exists,8,AssertFail,19
o4mini,o-NR__impl_u__os_refinement__step_MapStart_refines-20251128-044616,20,54,2,1611077,226877,case_analysis,12,AssertFail,19
claude,o-IR__host_impl_v__impl2__process_received_packet_next-20251201-032007,20,54,4,1578486,64916,uselemma,11,AssertFail,17
claude-s4,o-IR__verus_extra__lemma_fold_left_append_merge-20251203-145234,20,54,3,487618,49214,induction,7,AssertFail,19
o4mini,o-OS__process_manager__process_tree__no_child_imply_no_subtree-20251129-115224,20,54,5,459555,214688,induction,6,AssertFail,19
claude-s4,o-IR__marshal_v__impl4__deserialize-20251203-122758,20,54,5,398532,34020,uselemma,12,AssertFail,17
gpt5,o-IR__marshal_v__impl0__lemma_serialization_is_not_a_prefix_of-20251126-183100,20,54,2,216331,189177,uselemma,13,AssertFail,19
o4mini,o-NR__spec_t__mmu__translation__MASK_L3_PG_ADDR-20251127-221836,20,54,2,116052,132646,plain_text_repair,13,Other,13
claude-s4,o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_after_create_pod_rank_n_to_create_pod_rank_n_minus_1-20251203-081010,20,53,3,2929878,42868,case_analysis,12,AssertFail,15
gpt5,o-AC__vreplicaset_controller__proof__helper_invariants__proof__lemma_eventually_always_no_other_pending_request_interferes_with_vrs_reconcile-20251125-191048,20,53,2,2510371,332793,uselemma,18,AssertFail,19
o4mini,o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_after_create_pod_rank_n_to_create_pod_rank_n_minus_1-20251126-130715,20,53,8,2219856,283440,case_analysis,10,AssertFail,17
gpt5,o-NR__spec_t__os_invariant__next_step_preserves_inv_pending_maps-20251128-051648,20,53,3,2087092,429669,case_analysis,9,AssertFail,19
claude-s4,o-NR__impl_u__os_refinement__step_MapEnd_refines-20251203-203849,20,53,3,1933403,38603,add_trigger_assert,8,AssertFail,19
o4mini,o-NR__impl_u__os_refinement__interp_vmem_update_range-20251127-224704,20,53,11,547705,159987,instantiate_exists,10,AssertFail,19
claude-s4,o-IR__marshal_v__impl0__lemma_serialize_injective-20251203-113154,20,53,5,270154,38665,uselemma,7,AssertFail,19
o4mini,o-NR__spec_t__hlproof__insert_non_map_preserves_unique-20251128-130342,20,53,7,247189,177534,case_analysis,9,AssertFail,19
o4mini,o-NR__extra__mod_add_zero-20251127-131020,20,53,2,190965,121067,nonlinear_arithmetic,9,AssertFail,19
o4mini,o-AC__vreplicaset_controller__proof__liveness__api_actions__lemma_get_then_delete_matching_pod_request_deletes_matching_pod_and_returns_ok-20251125-234055,20,52,4,2215331,187022,seqsetmap,10,AssertFail,19
o4mini,o-AC__vreplicaset_controller__proof__liveness__api_actions__lemma_create_matching_pod_request_adds_matching_pod_and_returns_ok-20251125-231305,20,52,5,1942710,162756,case_analysis,10,AssertFail,19
claude,o-ST__logimpl_update_log_metadata-20251202-191039,20,52,3,1248567,49305,uselemma,11,AssertFail,18
gpt5,o-OS__process_manager__impl_base__impl0__block_running_thread-20251129-070601,20,52,9,1198838,215089,case_analysis,10,AssertFail,18
claude,o-IR__host_impl_v__impl2__host_model_next_delegate-20251201-011300,20,52,1,1051165,59068,case_analysis,14,AssertFail,19
o4mini,o-NR__impl_u__wrapped_token__impl1__lemma_interps_match_aux1-20251128-075129,20,52,7,817855,232363,uselemma,5,AssertFail,18
claude,o-NR__spec_t__mmu__rl2__lemma_valid_implies_equal_walks-20251202-033241,20,52,9,817489,51098,nonlinear_arithmetic,4,AssertFail,15
claude-s4,o-ST__start_read_log_variables-20251204-094904,20,52,0,800893,40147,postcondition_repair,20,PostCondFail,20
claude,o-IR__delegation_map_v__impl4__set-20251201-004114,20,52,4,637932,49366,seqsetmap,6,AssertFail,18
o4mini,o-OS__process_manager__process_tree__remove_proc_preserve_tree_inv_2-20251129-130922,20,52,6,637849,189965,case_analysis,6,AssertFail,19
o4mini,o-NR__impl_u__os_refinement__lemma_inflight_vaddr_implies_hl_unmap_or_map-20251128-000909,20,52,8,620606,232666,instantiate_exists,8,AssertFail,17
claude,o-NR__impl_u__l2_impl__impl0__lemma_addr_mask_when_hp_pat_is_zero-20251201-151944,20,52,14,559024,58588,compute,6,AssertFail,16
o4mini,o-IR__delegation_map_v__impl3__greatest_lower_bound_index-20251126-085703,20,52,10,278634,126452,loopinv,6,AssertFail,13
claude,o-AC__vreplicaset_controller__proof__helper_invariants__proof__lemma_eventually_always_vrs_in_schedule_does_not_have_deletion_timestamp-20251130-191423,20,51,2,2610532,60234,uselemma,18,AssertFail,19
o4mini,o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_vmem_overlap_hl_implies_os-20251128-011347,20,51,12,786860,201238,instantiate_exists,11,AssertFail,19
claude-s4,o-NR__spec_t__mmu__rl2__lemma_valid_implies_equal_walks-20251204-054647,20,51,9,781410,41183,uselemma,5,AssertFail,18
claude-s4,o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp__in_flight_at_all_delete_to_delete-20251203-091802,20,51,9,711811,53946,instantiate_forall,9,AssertFail,19
claude-s4,o-MA__bin_sizes__idx_in_range_has_bin_size-20251203-164612,20,51,9,628974,47138,compute,5,AssertFail,19
gpt5,o-OS__slinkedlist__spec_impl_u__impl2__pop-20251129-165547,20,51,1,509432,208586,seqsetmap,15,AssertFail,18
o4mini,o-NR__spec_t__mmu__rl2__lemma_iter_walk_result_vbase_equal_aux2-20251128-192741,20,51,6,478640,186967,case_analysis,9,AssertFail,19
claude-s4,o-AL__leads_to_always_tla_forall-20251203-120709,20,51,9,461129,42963,instantiate_forall,6,AssertFail,19
claude,o-AL__tla_forall_implies_equality2-20251130-192421,20,51,8,421860,56861,compute,6,AssertFail,19
o4mini,o-NR__impl_u__l1__impl2__lemma_interp_of_entry_between-20251127-161013,20,51,7,406532,177694,nonlinear_arithmetic,6,AssertFail,19
claude,o-AL__tla_forall_a_p_leads_to_q_a_is_stable-20251130-183124,20,51,3,369358,51189,instantiate_forall,9,AssertFail,19
o4mini,o-VE__regular__repetition__impl2__theorem_parse_serialize_roundtrip_helper-20251129-125846,20,51,12,364102,189472,seqsetmap,4,AssertFail,19
gpt5,o-IR__marshal_v__impl4__lemma_serialization_is_not_a_prefix_of-20251127-001159,20,51,3,362435,283860,uselemma,12,AssertFail,19
gpt5,o-IR__host_impl_v__impl2__parse_end_points-20251126-142733,17,51,4,313406,225124,case_analysis,6,AssertFail,14
gpt5,o-IR__verus_extra__lemma_filter_skip_rejected-20251127-085848,20,51,8,278374,213198,induction,7,AssertFail,19
o4mini,o-AL__not_eventually_by_always_not-20251125-192223,20,51,1,231204,140809,compute,15,AssertFail,19
o4mini,o-NR__spec_t__mmu__translation__MASK_L2_PG_ADDR-20251127-215955,20,51,3,114230,114233,plain_text_repair,17,Other,17
o4mini,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_receive_list_pods_resp_to_receive_create_pod_resp-20251126-042309,20,50,9,2269266,214331,precondition_repair,10,PreCondFail,10
claude,o-OS__kernel__create_and_share_pages__impl0__range_create_and_share_mapping-20251202-053731,20,50,9,1894542,31122,arithmetic_overflow_repair,12,ArithmeticFlow,12
gpt5,o-OS__pagetable__pagetable_impl_base__impl0__map_4k_page-20251129-012915,20,50,6,1419785,199579,seqsetmap,11,AssertFail,17
o4mini,o-OS__kernel__create_and_share_pages__impl0__check_address_space_va_range_shareable-20251128-153129,20,50,7,1404916,163567,instantiate_forall,8,AssertFail,18
gpt5,o-OS__kernel__create_and_map_pages__impl0__check_io_space_va_range_free-20251128-152727,20,50,4,1302516,286523,instantiate_forall,16,AssertFail,18
o4mini,o-NR__impl_u__os_refinement__relevant_mem_preserved-20251128-031616,20,50,9,1279273,204305,instantiate_exists,10,AssertFail,19
o4mini,o-OS__allocator__page_allocator_spec_impl__impl2__alloc_and_map_io_4k-20251128-094710,20,50,6,1223672,148473,seqsetmap,13,AssertFail,18
o4mini,o-IR__host_impl_v__impl2__process_received_packet_next-20251126-165824,20,50,2,1041741,184425,uselemma,18,AssertFail,18
claude-s4,o-IR__host_impl_v__impl2__host_model_next_get_request-20251203-072218,20,50,4,999135,48249,case_analysis,7,AssertFail,17
o4mini,o-NR__spec_t__mmu__rl2__step_WriteNonpos_preserves_inv_unmapping__inflight_walks-20251129-043521,20,50,2,897401,177803,case_analysis,11,AssertFail,18
claude,o-OS__memory_manager__spec_impl__impl0__create_iommu_table_l3_entry-20251202-083024,20,50,0,879735,98454,postcondition_repair,20,PostCondFail,20
o4mini,o-IR__host_impl_v__impl2__host_model_receive_packet-20251126-153428,20,50,7,785174,258444,case_analysis,11,AssertFail,19
o4mini,o-NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__pending_map_is_base_walk-20251129-021000,20,50,6,743173,170488,case_analysis,13,AssertFail,18
o4mini,o-ST__logimpl_read-20251130-000510,20,50,0,536317,169878,postcondition_repair,20,PostCondFail,20
claude,o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_first-20251202-002409,20,50,2,532525,50468,seqsetmap,10,AssertFail,19
claude,o-IR__marshal_ironsht_specific_v__lemma_is_marshalable_CKeyHashMap-20251201-053103,20,50,5,506228,52931,uselemma,7,AssertFail,19
claude,o-IR__marshal_v__impl0__deserialize-20251201-055608,20,50,2,457248,51118,seqsetmap,12,AssertFail,19
claude-s4,o-AL__tla_forall_or_equality-20251203-011817,20,50,5,380306,44576,case_analysis,15,AssertFail,19
claude-s4,o-AL__tla_forall_implies_equality1-20251202-235346,20,50,9,358469,41389,case_analysis,10,AssertFail,19
o4mini,o-NR__spec_t__mmu__rl2__lemma_bits_align_to_usize-20251128-172254,20,50,1,285017,140672,bit_vector_reasoning,13,AssertFail,19
o4mini,o-VE__regular__repetition__impl2__lemma_parse_productive_helper-20251129-123158,20,50,3,282269,148495,induction,16,AssertFail,19
o4mini,o-ST__subregion_L_condition_sufficient_to_create_wrpm_subregion-20251129-070105,20,50,11,277770,197124,case_analysis,10,AssertFail,19
o4mini,o-NO__spec__unbounded_log__combiner_request_ids_not_contains-20251127-100159,20,50,5,276582,138734,instantiate_forall,11,AssertFail,19
o4mini,o-MA__layout__bitand_with_mask_gives_rounding-20251127-023041,20,50,2,268868,161591,induction,13,AssertFail,19
gpt5,o-IR__marshal_v__impl2__lemma_serialization_is_not_a_prefix_of-20251126-200400,20,50,2,247717,247044,uselemma,14,AssertFail,19
o4mini,o-AL__tla_forall_always_equality-20251125-234811,20,50,14,223628,191586,instantiate_forall,11,AssertFail,13
o4mini,o-IR__marshal_v__impl4__lemma_view_equal_symmetric-20251127-013040,20,50,5,220206,171260,instantiate_forall,9,AssertFail,17
o4mini,o-AL__true_pred_on_all_element_equal_to_pred_on_all_index-20251126-032623,20,50,10,204854,160653,instantiate_forall,14,AssertFail,19
o4mini,o-NR__spec_t__os_invariant__next_step_preserves_inv_mmu-20251128-045809,20,49,7,1856845,218789,case_analysis,13,AssertFail,15
gpt5,o-NR__spec_t__os_invariant__next_step_preserves_tlb_inv-20251128-064648,20,49,13,1851767,308534,case_analysis,9,AssertFail,19
o4mini,o-AC__vreplicaset_controller__proof__helper_invariants__proof__lemma_always_every_msg_from_vrs_controller_carries_vrs_key-20251125-172508,20,49,10,1839594,160756,instantiate_forall,6,AssertFail,16
o4mini,o-NR__impl_u__os_refinement__vaddr_mapping_is_being_modified_from_vaddr_unmap-20251128-072220,20,49,8,1292915,163529,instantiate_forall,15,AssertFail,19
claude,o-NR__spec_t__mmu__rl2__step_WriteNonpos_preserves_inv_unmapping__inflight_walks-20251202-055601,20,49,2,1225872,54366,uselemma,17,AssertFail,19
gpt5,o-OS__process_manager__impl_kill_proc__impl0__kill_process_none_root-20251129-114442,20,49,4,1140074,219649,uselemma,14,AssertFail,16
o4mini,o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_os_implies_hl-20251128-004513,20,49,11,700012,185299,instantiate_exists,13,AssertFail,18
o4mini,o-AC__vreplicaset_controller__proof__helper_lemmas__vrs_rely_condition_equivalent_to_lifted_vrs_rely_condition-20251125-221508,20,49,3,461788,221416,case_analysis,9,AssertFail,19
claude,o-NR__impl_u__l2_impl__lemma_aligned_addr_mask_facts-20251201-160309,20,49,5,414472,63901,bit_vector_reasoning,10,AssertFail,13
claude-s4,o-MA__pigeonhole__pigeonhole_too_many_elements_implies_double-20251203-135743,20,49,10,384822,44406,case_analysis,9,AssertFail,18
claude-s4,o-NR__impl_u__l2_impl__impl0__lemma_new_entry_addr_mask_is_address-20251203-173157,20,49,2,372845,45171,plain_text_repair,18,Other,18
claude-s4,o-AL__seq_pred_false_on_all_elements_implies_empty_filter-20251202-202720,20,49,4,345037,31138,seqsetmap,10,AssertFail,19
claude-s4,o-AL__tla_forall_always_equality-20251202-225637,20,49,10,342792,40386,case_analysis,8,AssertFail,17
o4mini,o-MA__bin_sizes__bounds_for_smallest_bin_fitting_size-20251127-135031,20,49,6,286350,185068,bit_vector_reasoning,7,AssertFail,19
o4mini,o-AL__tla_exists_implies_equality1-20251125-223344,20,49,2,183270,112221,postcondition_repair,10,PostCondFail,10
claude,o-AC__vreplicaset_controller__proof__helper_invariants__proof__lemma_eventually_always_no_pending_interfering_update_request-20251130-182117,20,48,2,2829872,58834,add_trigger_assert,6,AssertFail,19
claude,o-AC__vreplicaset_controller__proof__helper_invariants__proof__lemma_eventually_always_no_pending_mutation_request_not_from_controller_on_pods-20251130-184054,20,48,7,2805526,57265,case_analysis,8,AssertFail,19
claude-s4,o-AC__vreplicaset_controller__proof__helper_invariants__proof__lemma_eventually_always_no_pending_interfering_update_request-20251202-191345,20,48,9,2679446,37409,uselemma,10,AssertFail,19
o4mini,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_send_delete_pod_req_to_receive_ok_resp-20251126-084331,20,48,9,2180423,244839,uselemma,7,AssertFail,13
o4mini,o-NR__spec_t__os_invariant__next_step_preserves_inv_shootdown-20251128-055809,15,48,4,1755753,220467,case_analysis,12,AssertFail,13
gpt5,o-NR__impl_u__wrapped_token__impl2__allocate-20251128-040042,20,48,6,1728252,207572,uselemma,14,AssertFail,14
claude-s4,o-OS__kernel__create_and_map_pages__impl0__check_address_space_va_range_free-20251204-030638,17,48,6,1622847,34387,add_trigger_assert,7,AssertFail,13
claude-s4,o-NR__spec_t__os_invariant__init_implies_inv-20251203-192633,18,48,8,1556016,44548,uselemma,11,AssertFail,15
claude,o-NR__impl_u__os_refinement__no_overlaps_interp_pt_mem-20251201-164649,20,48,10,1518825,47847,instantiate_exists,6,AssertFail,19
o4mini,o-NR__impl_u__os_refinement__no_overlaps_pmem_applied_mappings-20251128-021540,20,48,5,1196854,191534,instantiate_forall,15,AssertFail,19
gpt5,o-OS__allocator__page_allocator_spec_impl__impl2__alloc_and_map_4k-20251128-091551,20,48,6,1065902,257880,extensional_equality,8,AssertFail,18
o4mini,o-IR__host_impl_v__impl2__host_noreceive_noclock_next-20251126-160428,20,48,8,999090,183907,case_analysis,10,AssertFail,18
claude-s4,o-NR__spec_t__mmu__rl2__lemma_unmapping__pt_walk_valid_in_post_unchanged-20251204-053047,20,48,6,970768,40058,case_analysis,6,AssertFail,17
o4mini,o-OS__memory_manager__spec_impl__impl0__create_pagetable_l2_entry-20251128-212004,20,48,9,760613,189192,instantiate_forall,9,AssertFail,17
o4mini,o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_hl_implies_os-20251128-001513,20,48,8,729311,190146,instantiate_exists,10,AssertFail,19
claude-s4,o-ST__inv_L_metadata_types_set_after_cdb_update-20251204-165340,20,48,9,675622,43288,reveal_with_fuel,4,AssertFail,19
o4mini,o-ST__inv_L_invariant_imply_crash_recover_for_one_log-20251129-211923,20,48,6,501040,166006,case_analysis,3,AssertFail,19
o4mini,o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp__in_flight_at_all_delete_to_delete-20251126-143539,20,48,10,486436,195641,case_analysis,14,AssertFail,19
claude-s4,o-IR__delegation_map_v__impl1_to_set-20251203-025702,18,48,3,455345,32390,seqsetmap,6,AssertFail,16
